dataset,predicted_fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Structural Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Ambiguous (Moderate MSE)
Sensor_x1_Zero,Sensor Fault
Sensor_x1_Zero,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Structural Fault
Sensor_v3_Noisy,Structural Fault
Sensor_v3_Noisy,Structural Fault
Sensor_v3_Noisy,Structural Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
Sensor_v3_Noisy,Sensor Fault
